Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
3/9/2024,1869,19,Male,21.8,7.2,9.4,4,74,200,33,5.566270455,5,1,4
9/21/2024,6307,19,Male,20.95,3.81,6.86,7,89,110,64,6.523714225,5,3,4
10/16/2024,8672,24,Male,20.08,2.82,6.74,2,34,105,86,7.054934778,6,7,9
5/18/2024,4345,31,Female,21.57,7.03,9.47,3,52,77,155,9.439773681,9,5,10
6/4/2024,4663,50,Female,20.73,5.8,9.07,3,62,25,86,8.093039999,8,10,7
10/11/2024,4307,43,Female,23.77,7.26,7.5,2,73,237,93,10.48822491,2,5,1
7/9/2024,4664,39,Female,23.28,6.64,7.36,2,24,283,167,4.600015421,9,10,9
2/25/2024,8221,34,Female,21.62,6.61,8.99,10,89,242,97,8.482928088,5,4,6
8/10/2024,5979,59,Female,21.65,6.14,8.49,3,79,80,43,10.83604074,8,4,3
7/21/2024,8089,59,Male,20.97,2.38,5.41,6,69,242,42,7.786833435,7,8,5
7/20/2024,3705,31,Female,21.28,2.12,4.84,8,81,212,142,6.568158484,6,4,7
10/11/2024,9294,36,Female,23.22,6.15,6.93,5,52,87,97,9.44212503,8,9,10
11/29/2024,4527,26,Male,22.57,5.73,7.16,8,34,145,77,5.783657662,8,1,8
5/4/2024,7947,33,Male,21.55,3.25,5.7,4,18,12,16,11.53477995,6,2,2
11/22/2024,1941,26,Female,22.88,6.64,7.75,5,11,179,153,9.108199143,9,7,4
11/18/2024,3562,43,Female,23.25,6.81,7.56,2,72,90,172,5.7945238,6,2,9
7/22/2024,3633,41,Male,21.3,4.56,7.26,2,9,102,133,10.29323608,8,4,2
1/4/2024,7536,32,Female,22.42,5.1,6.69,3,51,126,31,9.475461517,8,1,3
11/21/2024,5745,59,Male,23.92,4.42,4.5,10,73,207,18,9.409541997,9,8,10
11/1/2024,1155,20,Female,23.88,5.96,6.08,5,52,69,178,10.32651492,6,3,8
9/2/2024,5114,29,Male,20.27,2.04,5.78,8,7,227,119,8.47339839,8,1,3
12/14/2024,1224,27,Female,23.9,8.28,8.38,6,59,110,5,5.559542152,8,3,1
11/14/2024,2535,38,Female,23.77,8.71,8.95,3,75,77,177,8.025637361,8,8,3
11/2/2024,4516,36,Male,23.17,8.12,8.96,4,44,107,13,9.733661373,5,9,6
4/26/2024,1409,24,Male,20.58,3.43,6.84,7,24,232,89,11.62657728,5,10,3
10/10/2024,7806,53,Male,22.78,4.25,5.47,4,60,110,127,11.67371418,7,7,3
12/22/2024,8562,49,Male,21.85,5.22,7.37,1,21,66,146,11.36519943,9,9,7
5/24/2024,6320,50,Male,23.2,7.12,7.92,3,5,81,114,9.805756067,9,2,10
12/3/2024,3889,51,Female,21.13,3.29,6.15,10,67,195,89,7.455348249,7,1,3
11/28/2024,6351,47,Female,22.73,7.24,8.51,8,82,124,79,6.352238964,6,9,3
7/29/2024,3275,50,Male,21.63,3.29,5.66,5,61,278,148,11.57160367,8,7,1
7/26/2024,2773,47,Male,20.23,2.99,6.76,9,50,105,46,8.931425419,6,4,10
7/7/2024,5483,31,Female,22.53,4.73,6.2,3,86,232,150,5.345688739,5,5,10
7/27/2024,3731,27,Female,23.73,4.86,5.13,3,3,107,166,8.752837106,8,7,10
4/16/2024,5336,45,Male,23.33,5.83,6.5,2,28,56,118,6.796813859,6,4,7
4/12/2024,8734,18,Male,21.73,5.94,8.21,10,13,181,45,10.56735371,8,10,1
5/13/2024,8556,58,Female,21.93,6.67,8.74,4,26,51,48,8.000498613,6,6,7
8/16/2024,7585,32,Male,23.13,5.21,6.08,2,12,247,4,11.05257589,5,10,5
8/24/2024,8185,49,Female,23.13,6.83,7.69,5,63,186,109,5.498552742,7,4,1
2/3/2024,2732,31,Male,20.35,0.94,4.59,6,37,72,85,5.934258622,7,4,6
1/10/2024,8550,46,Male,22.68,5.89,7.21,7,70,58,163,5.102879077,5,5,3
9/24/2024,7166,28,Female,23.77,7.92,8.15,9,69,173,143,10.81827254,5,5,9
4/20/2024,3916,29,Female,23.6,5.35,5.75,10,40,166,153,5.532170576,7,5,9
7/23/2024,9455,50,Female,21.85,2.47,4.62,1,19,77,5,11.39045721,7,8,9
5/14/2024,2798,56,Female,22.12,4.09,5.97,2,70,46,85,5.231794809,6,2,1
6/14/2024,1760,23,Male,23.35,3.87,4.52,2,18,227,117,5.088308668,6,8,9
1/4/2024,2611,41,Male,21.5,4.86,7.36,4,41,47,17,11.09498324,5,3,9
1/21/2024,7162,41,Female,20.73,5.28,8.55,10,10,279,23,7.285228779,8,1,3
4/11/2024,9794,59,Female,23.2,6.74,7.54,10,5,38,10,7.744652969,7,4,10
8/4/2024,7313,51,Female,21.33,6.58,9.25,8,57,166,49,8.487215371,8,9,7
5/22/2024,6648,29,Female,23.58,8.76,9.18,10,78,205,90,10.28688741,9,5,3
4/16/2024,4884,38,Female,21.55,5.34,7.79,5,10,284,110,11.10953253,5,4,5
6/23/2024,1675,36,Female,22.67,7.43,8.76,4,66,48,58,5.437239922,7,7,7
5/12/2024,1175,40,Male,21.4,6.39,8.99,7,44,206,51,9.210719501,6,8,1
9/9/2024,1448,59,Female,23.73,5.16,5.43,2,51,294,105,9.733708877,8,10,7
7/29/2024,5270,37,Male,22.1,3.8,5.7,9,70,21,56,8.655027991,9,10,6
3/17/2024,2700,51,Male,20.37,4.33,7.97,10,75,230,2,8.494555624,8,10,9
4/15/2024,3917,34,Male,23.55,6.7,7.15,6,30,182,0,5.807115754,5,5,3
10/20/2024,8549,58,Male,20.22,0.8,4.58,8,22,43,65,5.084453137,5,2,1
4/5/2024,3026,41,Male,22.7,6.67,7.97,3,24,104,22,11.22667251,7,1,9
6/8/2024,7659,38,Female,21.52,3.7,6.18,1,13,69,45,6.048067345,10,3,7
6/29/2024,9527,46,Male,23.28,7.67,8.39,6,71,70,88,11.81132499,9,4,3
12/8/2024,8745,33,Female,23.72,7.62,7.9,4,55,103,150,5.4448769,7,5,8
8/15/2024,2506,23,Female,21.42,3.04,5.62,9,74,293,82,4.480681258,10,8,9
2/24/2024,1362,27,Male,20,2.28,6.28,7,75,295,177,11.98002003,4,4,10
7/23/2024,6605,55,Female,22.25,2.81,4.56,2,38,75,25,4.360283978,5,1,9
4/28/2024,7621,49,Female,21.17,2.24,5.07,5,53,239,73,10.29225262,8,8,6
6/21/2024,7822,18,Female,22.75,6.7,7.95,3,89,178,57,10.50362387,8,3,3
4/9/2024,7404,50,Male,21.48,4.58,7.1,10,56,292,6,9.657826627,7,7,5
4/22/2024,2853,29,Female,22.02,6.08,8.06,5,55,80,112,11.81291965,6,7,5
5/1/2024,6341,56,Male,23.67,6.89,7.22,5,12,148,125,10.73598842,8,7,7
4/7/2024,6720,48,Female,21.53,2.29,4.76,2,3,252,109,7.4246441,7,8,8
10/30/2024,8059,35,Female,20.18,5.27,9.09,6,81,9,23,7.375458133,4,10,5
7/11/2024,7023,35,Female,22.37,4.41,6.04,10,37,25,125,10.13886129,4,9,2
11/2/2024,5701,25,Male,21.63,5.67,8.04,4,20,253,96,5.909131065,7,5,6
2/24/2024,9462,22,Male,23.48,8.01,8.53,10,72,285,103,7.336319672,4,7,5
7/2/2024,4651,54,Female,22.8,4.47,5.67,10,8,140,17,5.501445075,7,2,5
8/13/2024,3536,47,Male,21.38,5.04,7.66,5,38,152,82,4.199330237,9,7,6
6/23/2024,7023,41,Female,22.4,5.73,7.33,8,23,6,12,7.10439416,5,4,10
5/3/2024,1121,25,Male,20.33,4.13,7.8,5,17,28,134,10.40964805,8,6,4
3/10/2024,3983,43,Male,20.93,2.99,6.06,5,15,5,33,8.430355186,9,3,10
12/25/2024,3357,43,Female,23.72,9.07,9.36,10,40,279,132,5.061144192,6,10,6
1/27/2024,4240,24,Male,20.57,2.37,5.81,2,42,30,79,10.54159151,5,1,3
7/2/2024,2046,35,Male,22.87,5.52,6.66,1,2,66,36,10.8864869,9,1,4
10/9/2024,8646,24,Male,21.73,2.31,4.58,10,41,186,171,7.550358728,7,9,5
2/11/2024,7209,18,Female,21.88,5.6,7.72,8,29,37,96,5.712677236,7,10,9
5/12/2024,7227,50,Female,20.37,0.89,4.53,7,37,292,67,4.212820509,6,5,2
4/29/2024,3434,47,Male,22.55,6.44,7.89,7,56,52,160,7.216741995,6,8,4
7/27/2024,5344,43,Male,20.3,3.61,7.31,10,72,21,52,5.449544052,7,3,5
5/18/2024,8850,48,Male,20.52,3.8,7.28,5,84,55,133,6.927086476,6,5,3
7/31/2024,1435,25,Female,23,7.5,8.5,1,68,221,147,5.058644449,7,2,2
2/24/2024,4836,30,Female,22.23,5.42,7.19,2,86,106,140,10.31946177,6,7,9
11/23/2024,3393,44,Male,20.9,4.07,7.17,4,20,289,121,9.667116307,8,7,10
3/7/2024,6816,36,Female,23.17,6.79,7.62,4,54,95,164,7.911744738,4,6,10
11/9/2024,8711,29,Female,23.17,3.73,4.56,6,79,250,98,8.534702651,9,1,4
9/1/2024,4645,59,Female,20.2,4.26,8.06,8,58,39,129,7.398806743,10,1,10
4/2/2024,2407,50,Male,20.03,4.64,8.6,3,39,152,126,6.862038106,7,4,4
5/29/2024,2650,45,Male,20.27,4.08,7.81,2,16,37,12,5.333121502,9,10,10
9/12/2024,8581,21,Female,22.22,7.46,9.25,9,76,76,164,8.000058875,6,10,6
9/30/2024,6285,54,Female,22.5,4.48,5.98,10,47,299,81,5.762619148,6,6,3
1/14/2024,9060,37,Female,21.4,2.39,4.99,7,62,54,1,11.50157263,5,7,3
8/1/2024,5681,25,Male,21.17,3.33,6.17,10,33,48,100,11.88580203,5,5,9
8/7/2024,8905,27,Male,22.85,3.37,4.52,2,65,81,167,4.545032677,5,10,9
2/25/2024,6059,29,Male,23.95,5.35,5.4,7,23,193,95,5.250516787,7,8,5
8/29/2024,6860,27,Female,20.27,4.96,8.69,9,35,255,66,9.101226271,9,7,7
1/27/2024,3253,44,Female,22.12,6.66,8.54,4,3,145,62,7.722457571,4,4,8
2/28/2024,3904,58,Female,21.35,2.63,5.28,7,3,192,142,5.633332473,6,6,2
1/23/2024,8636,45,Male,21.62,2.26,4.64,4,4,246,125,10.01237046,5,3,7
3/5/2024,1869,21,Female,23.28,6.18,6.89,8,30,155,119,7.636628593,5,3,4
9/25/2024,9494,40,Female,21.47,6.26,8.79,5,34,201,100,10.42643659,3,10,2
5/26/2024,9114,53,Female,22.98,6.17,7.19,5,11,189,95,11.73049487,9,8,8
6/22/2024,6560,45,Female,21.05,2.47,5.42,7,77,60,165,10.99125791,8,5,3
3/26/2024,8039,26,Female,22.85,5.4,6.55,7,14,205,47,10.8019716,4,3,3
10/14/2024,2806,29,Male,20.22,5.29,9.07,8,71,154,11,7.038012183,8,10,3
2/10/2024,4981,20,Female,20.25,5.24,8.99,3,1,54,17,9.764590144,6,10,7
11/18/2024,2819,58,Male,23.47,5.43,5.96,3,40,144,29,5.489900903,8,7,3
9/7/2024,1637,27,Male,20.98,3.7,6.72,1,1,193,102,6.018332714,4,2,3
1/18/2024,1059,31,Female,23.48,8.44,8.96,3,89,109,57,7.448312747,8,9,9
7/9/2024,1929,48,Female,23.77,9.05,9.28,2,60,237,35,6.331962503,6,7,1
2/15/2024,5056,23,Male,23.45,6.18,6.73,4,24,12,166,10.6080908,6,2,4
12/5/2024,7389,27,Male,20.9,3.67,6.77,6,57,184,130,7.916317482,6,2,9
2/15/2024,3552,45,Female,22.27,5.17,6.9,4,76,164,96,7.077693199,8,3,2
9/17/2024,6220,58,Male,22.45,4.53,6.08,9,28,205,165,6.646066298,4,8,2
12/6/2024,6190,30,Male,22.12,3.77,5.65,10,28,92,5,4.108496765,9,2,6
10/25/2024,7339,27,Female,21.18,5.2,8.02,9,17,207,18,10.05729479,6,6,10
7/26/2024,8889,46,Male,20.92,3.65,6.73,4,19,36,101,7.80490969,5,6,6
4/16/2024,5431,32,Male,23.17,5.57,6.4,4,20,140,18,4.811366628,4,5,4
8/21/2024,9457,43,Female,22.73,6.44,7.71,3,3,252,135,7.502312669,8,8,1
12/14/2024,3377,37,Female,22.52,7.99,9.47,8,16,185,117,5.331361484,7,2,9
5/5/2024,2031,41,Female,23.28,6.56,7.27,4,69,17,55,6.924230375,6,6,10
4/6/2024,9167,34,Male,21.6,5.93,8.33,6,86,250,28,6.589302248,6,6,5
9/12/2024,8719,49,Female,20.9,3,6.1,5,88,254,76,11.0514974,8,8,9
4/20/2024,8515,29,Male,21.38,2.49,5.1,6,16,169,146,8.040569014,7,1,6
3/8/2024,1260,38,Male,23.38,6.19,6.81,5,29,6,123,4.112650284,8,3,9
1/9/2024,8159,29,Female,21.72,7.13,9.42,3,12,233,64,8.232843537,6,4,3
2/13/2024,5582,57,Male,20.98,5.71,8.72,5,72,185,170,9.814092829,7,6,8
5/27/2024,4554,19,Female,20.55,4.57,8.02,6,78,282,9,7.6054918,6,9,4
10/12/2024,5211,25,Female,23.95,9.24,9.29,9,54,207,105,4.773411597,9,7,1
1/30/2024,7372,20,Male,23.72,5.34,5.62,8,71,270,82,10.53158434,7,8,7
5/2/2024,8521,38,Male,22.2,5.91,7.71,10,22,287,71,8.200199819,5,4,1
12/28/2024,4604,59,Male,23.15,4.37,5.22,5,32,68,79,6.311502805,5,2,6
12/16/2024,7396,30,Male,22.85,7.81,8.96,5,53,290,85,4.115051569,8,2,1
1/12/2024,9471,34,Male,21.68,3.53,5.85,10,69,78,167,9.764931708,6,6,1
5/14/2024,2218,34,Male,23.18,6.23,7.04,6,21,237,157,11.78408444,3,6,8
5/29/2024,3493,33,Male,21.18,5.53,8.35,8,22,167,73,10.69828622,10,7,4
12/31/2024,9970,19,Male,20.67,1.41,4.74,8,53,158,52,6.550575169,9,10,4
10/15/2024,1971,56,Male,23.58,8.81,9.23,1,37,141,89,11.27650128,7,7,8
2/26/2024,8171,39,Male,20.57,5.24,8.68,6,88,265,112,6.073284449,8,5,3
1/25/2024,9352,20,Male,20.62,5.78,9.16,7,66,245,87,8.581093653,6,4,2
10/8/2024,6212,39,Female,20.3,4.81,8.51,5,62,85,83,7.768790042,8,8,3
7/25/2024,9302,40,Male,23.3,5.55,6.25,6,2,143,8,8.348729687,5,1,3
2/25/2024,1738,59,Male,20.7,1.98,5.28,2,15,167,106,11.45791421,4,6,8
6/28/2024,3761,48,Male,22.85,4.74,5.89,9,51,136,110,5.285436678,3,2,9
9/8/2024,2290,52,Male,22.9,7.31,8.41,3,59,1,67,7.264362138,5,8,2
10/10/2024,1127,36,Male,23.93,9.3,9.37,2,69,139,125,11.0255179,5,8,8
2/11/2024,5835,30,Female,21.83,5.12,7.29,10,39,116,172,8.663182947,10,7,2
6/1/2024,4291,35,Female,20.22,2.61,6.4,9,75,200,136,7.324487546,9,9,7
12/4/2024,6769,55,Female,20.67,2.63,5.97,5,70,210,30,7.362666475,7,8,2
11/6/2024,8464,21,Male,22.58,6.42,7.84,5,66,111,157,11.67894084,7,1,1
6/11/2024,4628,38,Male,20.67,2.08,5.42,6,54,43,90,5.602679626,9,7,10
5/31/2024,6395,55,Male,21.85,7.15,9.3,4,79,170,70,5.953340697,9,7,7
7/21/2024,3620,19,Female,23.85,6.99,7.14,2,54,277,156,11.07990885,6,7,6
4/4/2024,1451,40,Female,23.35,7.21,7.86,5,71,6,118,8.573967865,7,3,3
5/22/2024,2735,58,Male,23.97,6.16,6.19,7,48,129,164,4.918761218,6,6,6
8/28/2024,8161,46,Female,21.52,4.98,7.47,1,86,87,49,7.735744,6,5,9
11/14/2024,7001,33,Female,20.53,2.81,6.27,8,2,32,153,5.906101201,6,3,9
4/27/2024,5910,44,Male,21.32,5.54,8.22,9,71,57,39,10.35899629,6,7,6
5/4/2024,4653,31,Female,23.45,8.58,9.13,2,82,172,43,10.09917982,7,2,8
7/14/2024,8019,57,Male,21.83,5.95,8.12,8,35,276,26,7.444152419,5,5,3
7/11/2024,1877,23,Male,23.62,5.92,6.31,9,30,35,104,9.933419677,7,1,5
6/21/2024,5642,30,Male,22.13,4.18,6.05,7,54,199,57,11.57028443,3,8,1
11/28/2024,9406,56,Male,21.9,6.59,8.69,10,25,273,127,8.931597177,10,1,7
2/19/2024,4673,33,Female,22.32,6.09,7.77,6,24,11,64,6.397244793,3,5,5
3/12/2024,9650,34,Female,20.93,4.31,7.38,7,89,30,111,10.48930083,8,7,2
10/23/2024,2790,39,Female,22.53,8,9.47,3,54,3,24,5.864578345,6,6,3
9/24/2024,9469,29,Female,21.78,3.77,5.98,7,13,1,1,11.24686154,6,9,3
4/2/2024,8750,30,Male,20.37,1.96,5.6,9,24,124,104,7.274181829,5,10,9
4/24/2024,7406,31,Female,23.23,7.21,7.98,1,42,284,127,7.091949783,5,5,6
5/29/2024,3099,44,Female,21.73,2.66,4.93,2,9,201,25,8.117955952,4,7,2
8/19/2024,4013,51,Female,21.5,6.88,9.38,4,12,217,12,5.999275595,5,7,9
9/10/2024,4956,43,Female,23.37,5.35,5.98,9,19,91,107,9.332307642,8,1,4
8/10/2024,1472,59,Male,23.87,6.26,6.39,6,46,89,59,7.83754357,8,1,1
5/28/2024,8155,51,Female,22.67,5.17,6.5,8,23,223,37,6.229709721,8,3,1
12/8/2024,5476,57,Male,22.92,5.54,6.62,9,69,142,36,9.036082577,7,9,7
10/31/2024,5370,31,Male,23.57,8.17,8.6,1,71,64,108,6.285012797,7,5,8
1/18/2024,8934,57,Female,20.27,3.83,7.57,10,89,30,49,9.272614233,7,6,8
10/5/2024,8368,19,Male,21.43,6.9,9.46,4,4,128,149,9.746299905,8,1,2
9/26/2024,2884,28,Female,22.92,5.05,6.13,1,2,94,148,5.792536375,6,3,8
12/13/2024,7025,33,Male,22.3,4.87,6.57,5,45,249,153,9.995526774,4,10,7
8/3/2024,2066,58,Male,22.65,5.13,6.48,10,59,139,173,10.41534945,9,1,4
7/1/2024,1889,48,Female,20.92,4.55,7.64,6,31,201,113,6.766628562,9,7,2
7/5/2024,2187,48,Female,23.97,7.71,7.74,9,84,139,121,7.891957721,3,6,4
7/16/2024,5712,44,Female,22.5,4.22,5.72,2,17,283,70,9.001433317,5,4,8
2/27/2024,8509,59,Female,22.88,6.07,7.19,5,7,52,59,5.72656822,5,7,4
1/13/2024,4777,58,Male,22.02,3.94,5.93,8,51,176,28,7.722098336,6,2,2
4/11/2024,3057,58,Female,21.27,6.43,9.17,2,10,194,173,10.18988708,7,1,6
2/28/2024,6370,32,Female,22.08,2.61,4.52,8,20,70,120,6.594006991,5,5,4
12/1/2024,4655,45,Female,20,1.51,5.51,2,16,155,171,6.598356023,7,8,3
11/8/2024,6432,52,Female,22.87,6.82,7.95,7,57,162,126,11.23973615,6,9,4
4/20/2024,1716,33,Female,22.73,3.3,4.57,10,6,270,59,6.366022677,5,2,10
9/11/2024,7745,20,Male,21.55,4.64,7.09,10,19,296,81,8.383570433,6,10,9
12/14/2024,8847,21,Male,23.77,8.37,8.6,5,14,214,25,10.46569158,6,10,1
4/9/2024,9326,22,Female,20.22,2.75,6.53,2,26,193,176,11.03291195,9,4,4
4/25/2024,1391,40,Male,23.78,4.33,4.55,1,86,56,132,5.984864686,7,5,10
10/24/2024,4045,26,Female,22.05,4.74,6.69,6,80,278,125,6.960038712,8,5,2
12/21/2024,2055,52,Female,22.78,3.71,4.93,9,17,2,27,8.996679236,6,6,5
5/14/2024,3269,45,Female,23.48,8,8.51,6,87,261,26,5.165029174,5,8,8
2/21/2024,8011,21,Male,21.75,2.84,5.09,10,66,255,99,11.23587306,6,3,6
2/11/2024,9106,50,Female,21.03,5.26,8.23,1,75,162,104,10.28354583,6,3,6
11/20/2024,6552,54,Female,21.25,1.89,4.64,3,75,218,153,8.423366535,7,1,6
4/2/2024,6783,33,Male,22.15,5.95,7.8,2,2,183,65,8.502690564,4,2,7
7/5/2024,3535,30,Male,20.8,2.18,5.38,3,76,187,89,10.95684866,6,4,7
4/10/2024,9173,34,Male,22.57,3.13,4.56,4,36,37,77,10.62957935,9,1,9
12/2/2024,7817,46,Female,20.9,1.78,4.88,4,79,179,127,4.785246378,4,10,10
3/16/2024,3419,57,Male,23.87,9.06,9.19,1,33,67,87,8.444937237,7,1,9
6/11/2024,3139,36,Male,20.97,6.14,9.17,8,7,296,117,6.489161523,8,7,10
8/3/2024,2482,20,Male,21.5,5.97,8.47,2,16,176,2,4.92180657,8,7,10
5/6/2024,4490,29,Male,23.7,6.31,6.61,9,29,13,150,6.644481683,6,3,9
4/28/2024,8840,40,Female,20.85,5.21,8.36,7,80,299,89,9.059502518,8,3,2
2/4/2024,3117,57,Female,22.38,2.91,4.53,7,80,249,37,5.046073603,7,9,7
11/12/2024,4942,45,Male,21.17,6.17,9.01,3,13,208,146,9.838059969,7,3,2
5/27/2024,7327,52,Female,23.88,4.58,4.7,6,0,68,36,9.905535179,8,10,4
4/20/2024,3337,28,Male,22.47,4.25,5.79,9,71,121,176,11.63316958,7,5,6
6/11/2024,7909,29,Male,23.22,7.69,8.47,4,0,192,21,11.5077317,4,3,9
7/22/2024,4004,44,Male,20.48,3.21,6.72,10,2,59,26,11.15593236,8,7,9
7/15/2024,8837,29,Male,20.05,3.27,7.22,5,17,56,11,5.066614531,8,3,7
2/1/2024,4083,30,Male,22.08,3.5,5.42,5,88,85,38,9.054198749,4,4,5
4/13/2024,4798,43,Male,22.28,6.86,8.58,5,7,149,25,4.191932588,5,1,4
4/21/2024,7278,44,Male,21.78,3.64,5.86,9,43,72,4,10.25951528,4,10,4
1/24/2024,5652,36,Male,23.48,6.02,6.53,9,19,82,113,8.382003673,7,5,10
3/17/2024,9734,56,Female,21.35,6.19,8.84,6,87,199,14,11.02360544,6,7,9
6/30/2024,3635,48,Male,23.48,5.66,6.17,2,43,89,28,10.74340088,8,5,10
4/19/2024,1411,24,Female,20.63,3.5,6.86,9,55,166,126,11.9532326,6,4,3
11/20/2024,8235,26,Female,22.7,3.5,4.8,3,41,291,75,8.638275088,5,2,3
4/20/2024,8837,55,Female,20.77,3.83,7.07,10,60,58,7,9.983859012,6,6,4
8/10/2024,1982,55,Male,20.02,1.72,5.7,3,80,20,20,11.50252725,7,10,9
6/3/2024,8490,50,Female,22.75,4.23,5.48,7,32,185,134,10.84184291,6,6,7
5/31/2024,2908,18,Female,21.22,6.32,9.11,9,6,1,6,6.767935808,10,1,5
6/21/2024,1886,27,Male,20.92,1.91,4.99,2,16,260,24,5.961184159,6,3,7
9/4/2024,7795,22,Male,22.92,4.24,5.33,7,36,35,73,8.915671408,6,5,6
4/7/2024,6836,39,Female,20.75,5.53,8.78,7,86,132,134,10.92216378,6,6,2
7/22/2024,3032,53,Female,22.63,7.68,9.05,2,84,99,103,4.230409444,6,5,2
2/26/2024,9781,27,Male,22.48,4.82,6.34,4,55,9,146,8.88328963,7,9,4
4/21/2024,1614,45,Female,20.43,1.28,4.85,3,36,194,110,10.48702865,8,4,2
3/22/2024,3061,36,Female,21.1,4.7,7.6,5,35,145,77,8.81000158,7,4,5
3/19/2024,2222,36,Female,20,2.58,6.58,10,76,111,92,11.36998519,6,5,2
7/21/2024,3517,59,Female,21.13,1.68,4.54,5,73,156,62,7.466005942,5,8,1
11/16/2024,6885,38,Male,23.72,4.6,4.88,10,86,135,60,6.697375765,5,7,2
4/15/2024,7694,45,Female,22.38,7.62,9.24,10,27,244,65,7.983588741,6,10,9
9/14/2024,1329,40,Female,22.28,4.5,6.22,4,85,275,138,11.62489575,5,6,9
2/9/2024,1429,58,Male,23.27,8.08,8.82,4,82,56,65,8.848995111,10,3,4
2/26/2024,3505,58,Female,21.58,4.68,7.1,8,0,281,48,7.270964488,7,2,2
12/1/2024,9460,18,Female,23.22,6.23,7.02,9,5,5,120,9.08909003,9,5,4
7/22/2024,5676,33,Male,21.53,5.66,8.13,9,71,26,98,10.48158362,4,10,7
11/9/2024,6420,30,Female,21.85,4.02,6.17,7,47,245,89,7.898749369,6,4,3
8/22/2024,9811,50,Male,23.17,7.63,8.47,6,40,271,67,11.61143848,8,10,9
3/12/2024,5482,29,Male,22.5,5.87,7.37,5,61,126,168,6.021168245,5,10,4
3/15/2024,2746,32,Male,20.82,5.38,8.57,10,22,16,132,11.23527535,7,5,5
12/5/2024,2287,54,Female,20.42,2.64,6.22,8,63,294,135,4.556570113,7,4,2
10/23/2024,8312,25,Female,20,4.22,8.22,5,26,10,141,4.408450276,6,2,10
1/17/2024,1431,53,Male,20.77,3.49,6.72,2,64,254,15,10.30669331,4,6,3
8/24/2024,4161,30,Male,23.42,4.83,5.41,8,60,254,44,11.96373171,6,9,9
12/29/2024,1641,26,Female,22.87,3.92,5.06,3,15,82,176,5.64471729,5,3,2
7/25/2024,2543,37,Female,22.33,4.91,6.58,8,29,98,83,10.88391954,9,1,7
8/2/2024,8467,23,Male,20.33,4.15,7.82,5,23,114,91,10.05665269,6,2,9
1/14/2024,2945,25,Male,22.25,4.66,6.41,5,55,104,131,6.322269419,8,1,4
9/7/2024,3903,31,Male,22.88,6.98,8.1,5,54,179,38,11.57935301,8,10,4
11/28/2024,2992,45,Female,21.13,2.96,5.83,5,64,234,114,7.768685256,6,8,1
11/13/2024,2400,50,Male,22.98,8.34,9.35,8,36,284,136,6.28002184,8,4,4
10/6/2024,8519,22,Male,23.77,8.95,9.19,2,2,294,91,10.83055417,10,8,2
7/10/2024,9435,51,Female,22.43,4.1,5.67,7,7,268,25,7.131631848,8,4,10
8/29/2024,6364,44,Male,22.13,2.74,4.61,9,58,35,117,9.712300558,3,9,7
1/19/2024,1641,29,Male,21.55,2.97,5.42,3,10,139,72,7.263116868,10,5,4
12/2/2024,7058,53,Female,23.75,8.43,8.68,3,66,266,147,8.652077814,5,4,8
12/15/2024,3402,34,Male,22.25,6.08,7.83,9,3,116,94,9.495017412,7,2,6
10/5/2024,3273,33,Female,21.85,6.95,9.1,9,14,14,42,6.399535931,6,7,6
9/5/2024,6217,36,Female,22.58,6.67,8.08,1,79,84,91,10.03820313,6,2,7
2/18/2024,4657,39,Male,21,2.02,5.02,8,51,6,87,4.65764386,4,9,9
3/19/2024,3460,51,Male,20.67,5.75,9.09,3,57,31,30,10.46614569,7,9,1
12/24/2024,6673,51,Female,23.42,6.13,6.71,8,53,58,172,9.898615242,7,10,6
3/2/2024,8313,28,Female,20.28,3.01,6.73,5,66,82,122,7.146542816,5,1,2
2/12/2024,5574,35,Male,23.92,5.79,5.88,4,87,171,174,10.07382571,6,7,5
3/20/2024,7814,53,Male,21.07,2.57,5.5,3,31,120,2,6.464607968,9,7,5
3/10/2024,5114,32,Male,23.35,8.37,9.02,6,69,261,75,8.982361225,4,7,6
4/7/2024,5681,31,Female,22.92,5,6.09,3,58,28,92,10.36291133,6,3,5
12/23/2024,2242,34,Male,20.6,3.76,7.16,1,29,236,112,4.922623457,4,10,9
4/15/2024,5293,35,Female,22.32,6.21,7.9,5,39,67,43,4.9893811,8,9,10
10/29/2024,8633,20,Female,22.45,5.09,6.64,7,0,99,116,11.79840229,5,1,5
12/4/2024,9234,52,Female,21.53,6.88,9.35,7,3,215,58,8.008703042,6,9,1
6/10/2024,8670,24,Male,20.82,1.91,5.09,8,32,159,43,10.1898539,5,3,4
1/16/2024,3020,39,Female,21.9,3.25,5.35,8,80,60,17,10.28078407,9,9,9
4/1/2024,1812,55,Male,22.72,7.51,8.79,7,72,261,174,9.324939086,8,2,5
12/7/2024,5597,46,Male,23.15,5.72,6.57,6,20,162,82,9.104416872,4,3,4
4/3/2024,1443,48,Male,20.75,4.09,7.34,2,45,20,97,10.41903703,4,5,7
7/9/2024,6144,21,Female,20.92,5.33,8.42,4,84,64,110,9.671328585,8,9,2
